  -0.0691392   -0.0751593    0.0439671   -0.0982703    0.0356325    0.0218757    0.0560566    0.0165895   -0.0201397   -0.0317492
  -0.0705606    0.0347419    0.0731724    0.0125678    -0.038135   -0.0898357  -0.00898746   -0.0313937   -0.0847374    0.0188596
  -0.0494761    0.0540551   -0.0856554    0.0397741     0.118554   -0.0998362   0.00471989    -0.045079  -0.00606163   -0.0401229
  -0.0182716    0.0454341 -0.000830083    0.0220304   -0.0217758    0.0844888     0.115741    0.0428589 -0.000130881  -0.00395551
  -0.0418013    0.0423413   -0.0438298    0.0927219     0.041453     0.104316     0.047174    0.0211509    0.0150512    0.0579579
  -0.0529762    0.0384696   -0.0566161  -0.00389908    -0.031541     0.028109   -0.0559239    0.0246846   -0.0444842   -0.0249548
   0.0544894    0.0508836    0.0518277    0.0117817    0.0388524    0.0639471     0.108385    0.0581519     0.024599   -0.0691956
  -0.0861319    0.0339184    0.0749805   -0.0644338   0.00140813    0.0370467    0.0114696    -0.087529   0.00379524    -0.034868
  -0.0245418      -0.1207  -0.00727915    0.0646429    0.0423323  -0.00515634   -0.0916744    0.0588007    0.0448247   -0.0848747
   0.0093742    0.0113563     0.017632    0.0551865   -0.0446928     0.103845    0.0154097    0.0884994   -0.0275737   -0.0501987
  -0.0603343    -0.142365   -0.0187345    0.0296459    0.0687243     0.014134    0.0314177    0.0277178     -0.12407   0.00549085
  -0.0542343    0.0080331   -0.0313543   -0.0306744  -0.00968038    0.0400043  -0.00816863    0.0721386     0.096136   -0.0129412
   0.0868974   -0.0202047   -0.0189271    0.0393869    0.0565988    0.0361523    0.0238892    0.0720445    0.0535352    0.0349583
   0.0717318  -0.00287831   -0.0879556   -0.0253185    0.0073451    0.0914203    0.0915905  -0.00402619    0.0459583   -0.0405746
   -0.052078    0.0676152   -0.0459527    0.0737718   -0.0658789    0.0358146    -0.107326    0.0419551   -0.0240785   -0.0748674
   0.0620818   -0.0973223   -0.0155321    0.0177859   -0.0329839    0.0582484    0.0516242     0.081117    -0.124292   -0.0501447
 -0.00314149    0.0665537   -0.0563366      0.01575   -0.0279395     0.115457   -0.0852201    0.0524616   -0.0259142   -0.0351576
   0.0974667  -0.00294794   -0.0644799   0.00372195 -0.000126945   -0.0964564    0.0350931   0.00245565    0.0561399   -0.0355025
   0.0564555    0.0269504    -0.035742    0.0581854    0.0789788   -0.0804639 -0.000327912    -0.136874    0.0317543    0.0417507
     0.06043    0.0105763     0.095607    0.0528897   -0.0482284   -0.0262808   -0.0036832   -0.0700105    0.0589779   -0.0434671
    0.048641   -0.0345338   -0.0855699   -0.0356428  0.000326042    0.0975682    -0.025396    0.0138285   -0.0396475   -0.0502469
   0.0154509    0.0763171   -0.0718919   -0.0342016   -0.0306072   -0.0921193     0.074971      0.10667    -0.016969    -0.124922
