-0.00203961  -0.0811966   -0.345139   0.0291545  -0.0200251   -0.774101   -0.048375   0.0485654   -0.500592    0.136046
   0.616993    0.142571   -0.240239    0.191249    -0.41438   0.0831822    -0.22395    0.190862  -0.0529778   -0.486501
  -0.027623     0.53547   -0.322565    0.202428    0.337939    -0.11411  0.00052605    0.482146    0.410802    0.197576
   0.414051    0.108516   0.0136375    0.451073    0.279884    0.306369    0.261572   -0.197868   -0.425905    0.389833
   0.219107     -0.1328    0.202798   -0.237536   -0.284801  -0.0782943    0.692862    0.497035   0.0210501    0.148391
  -0.237826    0.430035   -0.278314   -0.459422    0.113742    0.305667    0.214471   0.0366152   -0.478399   -0.295648
  0.0485177    0.368262    0.402945   -0.242341   -0.299871   0.0519096   -0.492976    0.190825   -0.227324    0.466049
   0.420924     0.29379    0.431023   -0.287056    0.414079   -0.381405   0.0631756   -0.256404    0.106971   -0.264993
   0.292525    -0.49643   -0.156814   -0.367714    0.480333    0.196214   -0.318081     0.35629  -0.0704587   0.0766854
  -0.278286  -0.0603238    0.477083    0.417485    0.221805  -0.0272036  -0.0695547    0.460558   -0.314732   -0.388679
